CampaignChannel,CampaignType,AdSpend,ClickThroughRate,EmailOpens,EmailClicks,PreviousPurchases,WebsiteVisits,Conversion
Referral,Awareness,6081.77681291923,0.0356397474925317,2,1,6,18,0
Social Media,Conversion,4389.239980523308,0.1902017656409443,16,5,6,32,1
Email,Awareness,3889.439389885888,0.2634992970284907,9,0,0,25,1
PPC,Consideration,1156.464196598379,0.2122356456659903,8,1,7,46,1
SEO,Consideration,1428.9099728899282,0.1582224547654822,8,3,8,33,1
PPC,Awareness,8386.185768331698,0.1004403526322773,10,6,0,27,1
Email,Consideration,7522.558980023064,0.2672580573799097,12,1,9,15,1
SEO,Conversion,3885.177189881895,0.1326134158208957,8,3,0,21,1
Social Media,Awareness,8302.017155757345,0.2580641382677977,11,3,2,27,1
SEO,Consideration,899.5852297534266,0.2370699530832771,6,7,7,13,1
SEO,Retention,6285.26177862837,0.2467058199314493,2,6,8,5,1
Social Media,Consideration,8694.942921871454,0.2970412808468774,11,6,1,10,1
Referral,Retention,8404.755887209369,0.2271399696031596,12,8,0,45,1
Referral,Consideration,3790.549323424412,0.019871871358408,9,2,9,19,1
SEO,Retention,7477.815145264192,0.069575841144416,5,2,3,35,1
SEO,Consideration,4331.934640646788,0.0202065935942977,19,9,1,48,1
PPC,Retention,8417.367827460499,0.0650749352830902,4,8,8,15,1
Referral,Awareness,5354.543306534728,0.0278174580989728,12,1,8,5,1
Social Media,Awareness,7672.084786139907,0.1554689419440133,19,2,4,7,1
SEO,Retention,877.85866468755,0.0181798018085925,19,8,4,44,1
SEO,Consideration,5941.257118927742,0.1470479388884252,8,9,8,35,1
PPC,Conversion,5547.813356946453,0.2706638630648034,8,5,6,47,1
PPC,Conversion,6138.7695451780855,0.2270870436466947,6,4,1,48,1
PPC,Conversion,6986.851918364343,0.2837472178590092,6,8,5,3,1
Email,Conversion,9189.278803338006,0.0757275643893909,0,6,5,47,1
Social Media,Retention,7878.252609582707,0.1640148867575351,17,1,9,33,1
Email,Awareness,2274.4161152055567,0.1023880414180932,11,9,0,19,1
SEO,Awareness,8276.373065991751,0.1532077407506898,13,8,1,23,1
PPC,Conversion,1308.5888083894467,0.1715519905794436,14,5,1,44,1
PPC,Awareness,6259.7659981831885,0.0204939778380008,2,2,0,2,0
PPC,Retention,8839.262701634838,0.0776442792123451,2,0,5,27,0
Referral,Conversion,1101.1083367275492,0.2143841059807592,18,3,2,29,1
Social Media,Retention,8511.957267771579,0.2341491271166869,8,7,8,28,1
Email,Retention,8006.345268879431,0.1751408965713759,17,4,7,20,1
Social Media,Consideration,5087.3767950068,0.0885404181051162,0,4,6,41,1
PPC,Retention,3158.086262724501,0.1274743938495946,16,1,4,26,1
SEO,Consideration,4113.838457908284,0.0378506754456015,11,3,2,49,1
Referral,Conversion,9689.715543432096,0.2864220888698516,17,3,6,24,1
Social Media,Retention,2096.805805903279,0.2619164666509835,1,8,5,2,1
SEO,Awareness,5838.082449515963,0.0290246806031643,6,6,1,0,1
PPC,Conversion,924.08340399897,0.0582822930409158,3,6,4,22,1
PPC,Retention,2257.1413354728047,0.1785173879447385,3,8,4,42,1
PPC,Retention,7656.832241937755,0.0774047214974726,10,8,2,4,1
PPC,Awareness,3095.73049956922,0.2809762024240972,3,4,1,30,1
Referral,Consideration,9859.084098571073,0.2291212684526116,14,0,1,24,1
Referral,Retention,5058.0887266290165,0.0892545387442139,1,1,4,34,1
Social Media,Retention,5213.739320546654,0.011769409245238,1,7,0,42,0
PPC,Awareness,459.5159194237791,0.2418397434488626,8,5,5,0,1
Referral,Conversion,9569.614820814932,0.132986015784309,12,9,8,14,1
SEO,Retention,1824.9110647557377,0.1962895364387553,14,7,0,38,1
Referral,Consideration,5429.571928223382,0.0932226993721762,18,2,2,23,1
Referral,Consideration,4017.178638591443,0.0514332452138695,6,2,9,33,0
Social Media,Awareness,4214.288537371597,0.2058403616178662,16,5,4,46,1
Referral,Consideration,6468.671643757473,0.1405941305625311,15,3,2,17,1
SEO,Retention,6654.677903215526,0.0781992133102944,3,3,1,24,1
PPC,Consideration,1627.457287095159,0.0499121198741989,3,3,2,35,1
Email,Retention,5045.907865906733,0.1783390823880737,7,1,6,0,1
Social Media,Awareness,7925.726746504383,0.2204094826601965,19,6,6,8,1
SEO,Consideration,4488.536187167073,0.0923272190157034,10,4,4,40,1
Social Media,Retention,1741.4642611831432,0.2231913352506659,8,4,1,30,1
PPC,Conversion,3200.847737251238,0.0631054376325038,13,6,0,21,1
Referral,Retention,2202.557684640195,0.1081405504175816,9,4,2,37,1
Referral,Retention,1345.5929323568869,0.226015863171987,15,0,6,45,1
SEO,Awareness,3838.0531616100025,0.2014416206976529,13,1,0,40,1
PPC,Retention,5455.268807660944,0.0884518518021346,19,4,6,1,1
Email,Awareness,820.2401002386543,0.0454191504486106,9,6,5,40,1
Email,Retention,6077.851385059015,0.0223172932347001,18,9,3,44,1
Referral,Retention,9930.941957679115,0.2529954021765928,7,1,9,19,1
PPC,Retention,9644.836826998828,0.0317911653746794,5,7,5,22,1
PPC,Awareness,8308.817471791672,0.0433050941398524,19,4,3,11,1
SEO,Retention,2736.7770167437898,0.0789360827798467,0,8,4,9,0
Email,Awareness,321.83520514573627,0.1392442142295558,15,5,2,31,1
SEO,Conversion,8352.062858540225,0.2390382532685838,0,2,9,4,1
Social Media,Awareness,651.630296589261,0.0817692945229207,2,5,8,43,1
PPC,Conversion,2135.718006560627,0.167617392024328,7,8,0,28,1
Email,Awareness,5490.086832923165,0.0362080313945124,7,0,6,32,1
SEO,Awareness,1865.942587522072,0.1447081914895922,1,0,4,22,1
Referral,Retention,8354.504479856556,0.0615153080794193,11,7,8,35,1
Social Media,Consideration,7793.8809929723075,0.0712455520782638,15,6,1,12,1
SEO,Consideration,7582.118106798773,0.1163802458915895,10,0,5,49,1
Referral,Retention,8179.663397386008,0.2307908326232486,16,7,2,1,1
Email,Conversion,2275.0476246196595,0.225756064671068,13,4,3,10,1
Email,Retention,7316.034523882518,0.1303421631807428,4,8,3,27,1
Social Media,Consideration,3617.286875658471,0.0444146347157984,0,2,1,24,0
Referral,Awareness,6701.763119727155,0.0914005698069444,7,4,0,35,1
PPC,Retention,1308.0151134486302,0.15655317519374,8,6,2,17,1
Email,Conversion,7085.307142638698,0.2621294158215856,1,9,9,38,1
PPC,Retention,9723.86650621772,0.2907938382958658,12,7,7,8,1
PPC,Consideration,531.6436166552909,0.1948665711569349,10,2,2,1,1
SEO,Awareness,1028.9061215541392,0.1116990822442463,15,0,0,35,0
SEO,Consideration,1324.003996646337,0.2111015015713698,3,5,3,45,1
Email,Consideration,4362.582658918883,0.1075067393879735,6,4,8,16,1
PPC,Consideration,2978.723830837232,0.1913873014908158,16,4,5,32,1
SEO,Consideration,8088.509520052868,0.0806923057917462,6,5,8,34,1
Referral,Awareness,4790.49366808952,0.0874267233570996,1,2,0,32,0
Referral,Consideration,4896.919692616669,0.0318154208219256,17,4,0,31,0
Referral,Conversion,7198.677203121002,0.1318409341418207,8,9,5,19,1
Referral,Conversion,3683.4929271038823,0.1892706108277436,8,0,2,29,1
PPC,Consideration,3596.7517494625886,0.2387505337050801,10,7,7,21,1
Referral,Conversion,7593.571237512056,0.2450010780029311,3,8,3,24,1
PPC,Consideration,7822.413283783972,0.2978088903570774,3,3,8,44,1
Email,Awareness,242.5478480749132,0.0354491604927189,4,4,5,45,1
Email,Awareness,1523.5257108232568,0.1530096628492903,16,6,1,43,0
Referral,Conversion,2209.6719933699496,0.1611986268666999,4,9,0,10,1
Referral,Conversion,3580.8446407029755,0.2433146936495887,3,4,9,49,1
Referral,Consideration,2985.336025976336,0.0872439695207656,2,3,1,33,0
Email,Retention,6718.348479043937,0.0301179727824454,0,7,0,27,1
SEO,Consideration,8298.538814649286,0.1009900549778416,19,5,7,34,1
Email,Consideration,2001.6611253246392,0.2953390704286356,2,1,1,3,0
Referral,Awareness,5673.502599959289,0.27083794736913,7,3,8,8,1
SEO,Retention,3741.380885702256,0.1246216186745289,5,2,8,42,1
SEO,Retention,5107.2009629560125,0.2641188796360675,1,1,8,21,1
Social Media,Consideration,6245.502633655599,0.019498800393831,0,5,9,24,1
PPC,Awareness,8946.63820495191,0.1011191824646181,19,9,5,20,1
Referral,Conversion,2003.697411490079,0.2207754359163879,3,0,7,24,1
PPC,Awareness,961.3652118549976,0.0742211527948833,8,9,9,40,1
Social Media,Conversion,6309.39799854899,0.0675333759313189,11,3,2,16,1
PPC,Awareness,4001.8954028490025,0.2599241883296682,18,7,8,14,1
Referral,Retention,1712.7366636005868,0.1886266487122557,13,4,8,40,1
Social Media,Awareness,1259.1629568129626,0.2968165883104903,17,2,9,6,1
PPC,Consideration,5633.206890052895,0.049054206120953,16,1,4,31,1
Email,Conversion,3074.658885829136,0.1132772380976125,17,5,8,7,1
SEO,Awareness,9974.52115790118,0.1002518778230684,16,3,9,2,1
Social Media,Awareness,4118.418111374069,0.2652383489384838,8,6,7,32,1
Email,Conversion,2201.6374267753085,0.084035990812473,11,7,6,35,1
Referral,Awareness,6325.6055466610505,0.1125036893255093,18,8,9,16,1
SEO,Conversion,2518.1234079360183,0.0514218239458739,14,6,3,0,1
Social Media,Retention,4991.451827988495,0.2348662849682642,17,8,4,35,1
SEO,Conversion,4877.504218837973,0.0789339523480673,16,3,0,39,1
Social Media,Conversion,4590.220534185798,0.0298128789473436,13,0,4,16,1
Social Media,Retention,7981.248393068792,0.13618153248036,9,6,1,43,1
PPC,Awareness,2244.4687145152207,0.123522855948845,19,1,0,47,1
SEO,Awareness,9052.642320197654,0.0615066692485589,1,9,1,36,1
SEO,Retention,7934.27098181399,0.0487432923698444,15,8,7,24,1
Email,Consideration,3397.911406008905,0.2700015918811456,5,5,5,24,1
Referral,Conversion,1887.9648121733717,0.0296749010998568,4,8,5,12,1
Email,Awareness,2867.3967426167387,0.0388001774419327,0,7,8,12,1
PPC,Awareness,3393.098844399876,0.0810637115301377,6,8,1,11,1
Social Media,Conversion,5613.638371189762,0.2863233650003856,6,6,0,31,1
PPC,Conversion,559.0448712551363,0.0347614323607579,12,2,4,34,1
PPC,Conversion,9152.155385535329,0.2466442997554358,4,9,3,27,1
Email,Consideration,1076.8810809449988,0.2686951244624598,19,4,3,43,1
Social Media,Retention,2864.8066015903446,0.1195816450207567,17,2,7,19,1
Referral,Consideration,1181.9456357343693,0.0952293759512342,7,2,1,27,0
PPC,Consideration,2641.0609826040354,0.2064395411946483,14,6,0,30,1
Referral,Conversion,8392.970804227203,0.2137640341769646,15,5,1,23,1
Social Media,Retention,6190.240532694099,0.2361933772190051,8,4,8,10,1
Social Media,Awareness,2350.4999283858588,0.2508643665853884,15,4,6,41,1
Email,Conversion,8730.409445013443,0.0878346822435786,5,7,3,15,1
SEO,Retention,8027.049386262999,0.2092188645471282,10,0,9,37,1
Email,Awareness,7561.127894983648,0.0491226600425558,12,3,8,16,1
Referral,Consideration,8491.563714018557,0.1581120861478045,1,4,9,44,1
Email,Retention,6234.53184703132,0.1877372057886523,16,8,9,49,1
Social Media,Consideration,5064.2298660912,0.0569022616361989,1,0,5,43,1
PPC,Consideration,3801.956759096755,0.0321868965186668,12,8,7,4,1
SEO,Retention,2315.263802036214,0.0664764230200959,18,5,4,19,1
Social Media,Awareness,5618.375410704259,0.1319707368771864,0,2,9,47,1
PPC,Retention,8905.974222569474,0.2674738835664587,4,2,1,34,1
Referral,Awareness,5980.4197110240175,0.1642551831150708,15,3,9,47,1
Referral,Conversion,9204.107931034305,0.2270629386028572,5,4,8,42,1
Referral,Conversion,3633.4819589723193,0.0605019132045194,13,8,4,13,1
Email,Conversion,6981.865928022226,0.0407336774360153,7,5,3,25,1
Referral,Consideration,6521.788177380147,0.0794890337133495,17,4,7,44,1
Referral,Conversion,6737.2950562211445,0.1010253197092041,4,5,1,42,1
Email,Consideration,6485.915921183847,0.1689495854584378,10,5,6,45,1
PPC,Awareness,2294.381281877456,0.2655605629056878,12,8,2,41,1
Social Media,Retention,1521.5498930031747,0.1335668588654359,8,9,5,23,1
SEO,Retention,9788.41973669738,0.1604514744750413,14,6,1,30,1
Referral,Consideration,548.4217755407619,0.0113379254356269,12,6,2,17,1
Referral,Consideration,4730.591221579876,0.0196604982384731,2,3,9,38,1
Referral,Consideration,4308.295139704433,0.0342930679789888,2,4,6,49,1
Email,Awareness,3664.187686329255,0.2127082847889183,14,6,0,21,1
Email,Awareness,7841.640150409425,0.150995496943856,17,7,6,20,1
Email,Conversion,7478.967854293907,0.0659587475742388,19,5,6,33,1
SEO,Conversion,9061.72674294641,0.1818538372200475,8,7,8,24,1
Social Media,Retention,4015.3265092505294,0.1679375240275204,15,8,4,39,1
Referral,Conversion,5685.377326501651,0.0357517975248987,19,0,7,46,1
PPC,Awareness,8933.839768686994,0.1957197040879724,16,3,2,29,1
Referral,Awareness,9939.095822268306,0.2324749130628479,12,8,0,5,1
Referral,Awareness,9696.014187417011,0.093100778235638,11,4,1,44,1
Referral,Awareness,7206.654325560468,0.2093717699783492,0,3,4,24,1
Referral,Retention,1517.952822320778,0.0679186599325473,5,8,9,4,1
Social Media,Retention,329.5415167509633,0.229451355976406,5,1,8,28,0
PPC,Awareness,8269.661728389125,0.2744145090455888,15,1,3,21,1
Email,Consideration,8425.326042469072,0.1381414659024776,13,7,6,2,1
PPC,Conversion,7488.9729918083485,0.0809404026813691,6,7,9,46,1
Referral,Retention,2871.242511392279,0.1257612436373329,2,4,6,29,1
PPC,Consideration,6434.196810025414,0.0825224670701579,2,5,0,23,1
Referral,Conversion,3230.859573971215,0.0103594189722488,14,4,1,40,1
PPC,Consideration,4561.417636399155,0.198632417423289,6,7,7,16,1
SEO,Awareness,3886.107341307054,0.0223327261690371,3,5,3,48,1
PPC,Conversion,9145.036859221553,0.071013314662997,5,5,7,44,1
Email,Consideration,2418.157574364368,0.2195103712776481,12,6,7,49,1
Email,Retention,5818.347955280127,0.2030602540355771,6,1,6,19,1
PPC,Retention,3673.7171374352056,0.031265384493388,12,8,1,25,1
PPC,Retention,6664.404007950835,0.2014158749129323,17,2,5,4,1
Social Media,Conversion,5689.175097657002,0.2798667179769769,10,8,0,12,1
PPC,Awareness,9247.379045522812,0.0316057160152731,6,9,4,38,1
Email,Awareness,1105.9603018420105,0.1305495860262245,11,4,3,3,1
SEO,Conversion,2284.344313591958,0.221535828133101,6,0,9,44,1
Email,Conversion,7686.844841927453,0.2036396709215948,9,9,1,16,1
Social Media,Awareness,3750.9897149589497,0.0756880573161545,13,3,4,39,1
PPC,Retention,1741.2594836643668,0.0572895104740448,4,5,0,34,0
SEO,Awareness,5082.880466529338,0.2374316311718702,18,2,2,30,1
Email,Awareness,6556.206409952723,0.287310950019251,4,5,6,15,1
SEO,Consideration,543.7844701196361,0.2325992055874204,0,0,3,33,0
Referral,Retention,2987.0567047377026,0.2893292998373475,13,9,6,31,1
Email,Conversion,8113.283123190825,0.1854486729997424,2,9,6,32,1
Referral,Awareness,5250.421209440923,0.2794386696006559,6,8,5,7,1
SEO,Retention,450.2542302158679,0.2102263514180171,3,8,2,29,1
PPC,Conversion,2891.3149522195386,0.2735765775583151,5,3,9,2,1
PPC,Consideration,6427.492494196272,0.0568608007111813,10,1,7,16,1
PPC,Consideration,2073.658748822445,0.2465139125657451,10,7,9,23,1
Referral,Retention,8291.174921572201,0.0670562822765012,3,6,3,15,1
PPC,Awareness,6798.101480128275,0.0179544395643276,15,0,1,19,1
Social Media,Conversion,4766.652703383152,0.1600999788724592,16,5,1,9,1
Email,Retention,9164.675432561173,0.1022930163629348,18,9,0,23,1
Email,Consideration,3978.827632154151,0.0226240949185251,2,4,0,46,0
SEO,Conversion,2427.226764584444,0.2942882698311662,5,1,0,6,0
Referral,Conversion,6647.889626014338,0.2032751676920979,15,4,8,47,1
Email,Awareness,5775.622355954471,0.2715255302325236,12,5,2,48,1
Referral,Consideration,3418.954219219129,0.2997339499028649,1,9,6,19,1
SEO,Consideration,3502.279157107374,0.1236703536346166,6,5,4,12,1
PPC,Consideration,4042.282055477608,0.0838737383328934,18,1,6,28,1
SEO,Conversion,2982.271818045756,0.0633264738791803,0,0,6,9,0
Social Media,Consideration,7131.389922973132,0.1594042612594893,1,3,5,8,1
PPC,Retention,6548.448210006933,0.1857634254756256,16,3,4,6,1
PPC,Consideration,4463.698760209288,0.1470025934494322,19,8,8,43,1
PPC,Conversion,4038.761290214448,0.1223030843052478,14,0,6,32,1
SEO,Consideration,3714.007566661081,0.0587990434031472,0,9,0,23,1
Social Media,Consideration,2906.33638178331,0.1381392909050809,5,0,7,15,1
Referral,Conversion,948.3969652548876,0.0347205097529288,11,7,1,31,1
SEO,Consideration,2755.226386672756,0.2608638500774016,16,4,4,3,1
Email,Awareness,3279.893352061344,0.0236017691084082,7,8,2,13,1
Email,Conversion,5522.071662026899,0.1203873579021508,17,5,4,28,1
SEO,Consideration,7760.506239872692,0.0390399820224608,18,9,9,21,1
Referral,Awareness,4017.4512338569134,0.2347443448454526,14,2,9,22,1
Email,Retention,9453.09336793571,0.1006937238600987,12,0,7,25,1
Referral,Conversion,8290.764638067507,0.0428006276692408,15,9,9,25,1
PPC,Consideration,9849.538294049076,0.164132476670709,14,5,0,48,1
SEO,Conversion,8774.410106310668,0.2757203320965666,13,2,7,43,1
PPC,Awareness,6205.586898162854,0.2735070126245689,3,3,1,46,1
Email,Conversion,6024.944949385517,0.082398801928509,19,2,3,21,1
Referral,Retention,1382.3086548667486,0.2187013060284677,12,6,5,43,1
PPC,Consideration,7251.75256402652,0.0187824159238874,4,8,7,2,1
Email,Retention,6042.047890167446,0.0482370209859931,7,4,5,41,1
Social Media,Awareness,5118.627823620249,0.154846987390996,0,5,2,16,1
PPC,Conversion,6963.540038317157,0.0763393660016221,12,4,3,13,1
Social Media,Consideration,4496.073644096137,0.24149593764844,4,2,1,44,0
Social Media,Consideration,5286.2106578420335,0.2800109298952717,7,2,8,29,1
Email,Awareness,4043.687817552238,0.0112566617800068,6,3,8,12,1
SEO,Awareness,7201.971844369829,0.0775455905842841,18,4,6,25,1
Referral,Conversion,8778.448608424093,0.1374704703621059,9,6,9,39,1
Email,Consideration,8424.364897412766,0.1732929936221926,9,8,4,31,1
PPC,Awareness,7881.650193289741,0.2756118055017093,6,4,2,45,1
Referral,Consideration,236.49827499105407,0.2686462122494351,18,1,0,33,1
SEO,Conversion,9127.616592386848,0.1947793288457101,13,8,5,22,1
Email,Retention,2821.2696351616,0.0846425240843265,7,4,3,33,1
SEO,Awareness,8890.942035337423,0.2371534648647247,3,5,1,43,1
PPC,Conversion,2049.984220584827,0.0687690136732972,14,8,9,11,1
Email,Retention,4452.492939104899,0.2898999739880768,4,3,6,22,1
PPC,Conversion,7519.048063836445,0.0116935755628594,3,2,1,27,1
Referral,Awareness,6438.7615582440085,0.1752334461332914,11,3,1,18,1
Referral,Conversion,4217.627186491356,0.035635201607272,5,7,7,47,1
SEO,Consideration,6818.376181728756,0.1282038637527861,7,6,7,33,1
SEO,Awareness,5534.600149461731,0.1941307266900209,5,6,7,7,1
Referral,Consideration,2829.789435691769,0.2099835637216557,4,0,3,33,1
Social Media,Conversion,6498.661510421684,0.2378151462054412,8,1,6,41,1
Referral,Awareness,2122.046154810781,0.1820650338017833,18,2,7,15,1
Email,Consideration,6970.484014165738,0.0828826118729383,9,0,8,6,1
PPC,Consideration,130.79768847010374,0.2678834404511127,10,8,1,26,1
Referral,Consideration,5532.84788624152,0.2452211497739694,17,8,9,19,1
Referral,Retention,4070.569512805796,0.0564151721349865,4,4,6,34,1
PPC,Consideration,3100.7273606392782,0.2496882434202762,10,3,3,16,1
PPC,Consideration,5205.508875622912,0.2920669096140397,16,2,9,27,1
Email,Conversion,6488.585162105292,0.1947935438742961,10,8,2,7,1
PPC,Conversion,9656.591435513305,0.0917235147030291,15,1,5,3,1
SEO,Conversion,8347.338449892168,0.1859122110692901,8,7,5,32,1
Referral,Conversion,7199.783842529727,0.1093351700530067,18,6,7,49,1
PPC,Retention,4841.77242562355,0.2060244764862688,6,1,5,21,1
Email,Conversion,3982.226784677107,0.1679919882422033,19,2,9,30,1
PPC,Conversion,422.0435804013724,0.2795522775060278,2,1,0,0,0
Referral,Conversion,3655.059340284577,0.1891934775282328,16,2,4,40,1
Social Media,Consideration,8498.933672858904,0.072054688280879,5,3,6,13,1
PPC,Retention,3901.843361565271,0.2202818632691465,19,4,2,6,1
SEO,Conversion,4669.6914907152495,0.0972547121796557,14,1,9,7,1
Referral,Consideration,2791.160797846557,0.0889933763551532,13,6,8,7,1
Email,Awareness,2813.9143122523305,0.1236152214166059,5,3,2,23,1
